assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
1,12,Olaf,6,0,False,True,5745,0,1,0,0,0,49201,7210,10270,7065,0,100,TOP,56031,11062,131,6829,3852,2,9,0,4,False,EUW1_7760468785,Grandmaster
0,11,Hecarim,3,2,False,True,6972,0,3,6352,1245,129,90060,5636,11952,6202,0,100,JUNGLE,148924,7161,9,52512,279,2,14,2,4,False,EUW1_7760468785,Grandmaster
1,10,Velkoz,5,0,False,True,5731,0,1,51008,6254,0,4607,314,6558,6923,0,100,MIDDLE,68030,8343,132,12413,1774,2,7,0,4,False,EUW1_7760468785,Grandmaster
3,10,Senna,5,0,False,True,6085,0,2,7656,404,0,38399,6659,3608,10,0,100,BOTTOM,46747,7064,102,692,0,2,8,0,6,False,EUW1_7760468785,Grandmaster
3,8,Maokai,6,0,False,True,5650,0,2,17250,4348,0,5381,1667,7644,2073,0,100,UTILITY,24519,6016,24,1888,0,2,35,2,13,False,EUW1_7760468785,Grandmaster
1,13,Camille,1,0,False,True,7665,0,7,897,897,0,47025,8644,8097,7033,0,200,TOP,60905,12939,129,12982,3397,0,12,0,6,True,EUW1_7760468785,Grandmaster
9,11,XinZhao,2,1,False,True,6447,0,2,4379,479,101,62047,6089,11100,3879,0,200,JUNGLE,119088,6852,1,52661,283,0,20,1,2,True,EUW1_7760468785,Grandmaster
1,12,Naafiri,2,0,False,True,9435,0,8,0,0,2,76159,9336,5812,2074,0,200,MIDDLE,80004,10023,135,3845,686,0,10,1,5,True,EUW1_7760468785,Grandmaster
4,10,Mel,2,0,False,True,7847,0,6,48550,10025,0,9107,2105,5797,7084,0,200,BOTTOM,59638,12131,131,1980,0,0,5,0,3,True,EUW1_7760468785,Grandmaster
14,9,Sona,2,0,False,True,5714,0,2,13787,8318,0,3808,2485,6374,5416,0,200,UTILITY,18748,11398,4,1152,595,0,30,0,16,True,EUW1_7760468785,Grandmaster
0,16,Fiora,7,0,False,False,10393,1,3,2616,971,2,147554,11756,27657,7065,0,100,TOP,170218,18665,242,20047,5937,8,20,1,9,False,EUW1_7760411011,Grandmaster
7,16,XinZhao,5,1,False,False,11803,1,3,8030,654,215,158419,18199,30197,4954,0,100,JUNGLE,294820,21174,5,128372,2319,8,21,2,4,False,EUW1_7760411011,Grandmaster
1,16,Ryze,4,0,False,False,10644,1,2,171806,17545,0,11489,977,17561,29,0,100,MIDDLE,199175,18523,270,15878,0,8,18,1,9,False,EUW1_7760411011,Grandmaster
1,13,MissFortune,9,2,False,False,14167,1,12,1522,835,0,136305,24082,14825,5489,0,100,BOTTOM,143121,25078,211,5293,160,8,17,3,7,False,EUW1_7760411011,Grandmaster
8,12,Neeko,5,2,False,False,7139,1,0,30901,16121,0,4131,818,7248,7091,0,100,UTILITY,38075,16940,27,3041,0,8,74,3,37,False,EUW1_7760411011,Grandmaster
8,18,Jayce,4,0,False,False,13695,0,8,18911,7499,10,167206,26791,16652,0,0,200,TOP,190679,34290,232,4561,0,3,21,1,11,True,EUW1_7760411011,Grandmaster
13,16,Skarner,4,0,False,False,11904,0,6,34897,6997,165,94976,13027,20941,6700,0,200,JUNGLE,241285,22484,9,111410,2458,3,16,1,3,True,EUW1_7760411011,Grandmaster
12,16,Ahri,1,2,False,False,12288,0,4,116395,23510,0,15167,2542,11682,3018,0,200,MIDDLE,185686,30841,274,54124,4788,3,31,5,7,True,EUW1_7760411011,Grandmaster
10,16,Jhin,5,1,False,False,16429,0,10,9025,513,8,178262,24395,14487,4550,0,200,BOTTOM,190304,25188,220,3016,279,3,18,1,8,True,EUW1_7760411011,Grandmaster
13,14,Zyra,6,0,False,False,9252,0,2,47400,20577,0,5911,1767,12622,10,0,200,UTILITY,59338,23353,49,6027,1008,3,76,11,30,True,EUW1_7760411011,Grandmaster
3,14,DrMundo,5,0,False,False,7852,1,0,42740,7927,0,70469,4355,14177,29,0,100,TOP,120433,12283,158,7223,0,9,22,1,9,False,EUW1_7751635528,Grandmaster
11,13,XinZhao,3,4,False,False,10793,1,6,7795,1642,140,95927,17669,14095,548,0,100,JUNGLE,182317,19861,6,78594,548,9,29,3,9,False,EUW1_7751635528,Grandmaster
7,14,Orianna,4,7,False,False,11405,1,10,88186,20907,0,12269,1437,7054,6923,0,100,MIDDLE,104238,22468,176,3782,123,9,27,3,13,False,EUW1_7751635528,Grandmaster
5,12,Zeri,6,0,False,False,11224,1,4,28946,5866,4,75326,14495,5083,29,0,100,BOTTOM,129024,20913,194,24752,551,9,18,4,8,False,EUW1_7751635528,Grandmaster
10,11,Neeko,7,2,False,False,6936,1,0,29616,12376,4,3546,971,6193,1670,0,100,UTILITY,35946,13638,47,2783,291,9,74,10,29,False,EUW1_7751635528,Grandmaster
1,16,Fiora,3,0,False,False,15946,0,12,3129,1818,0,147291,19050,18691,7065,0,200,TOP,162855,30113,232,12434,9244,3,31,6,6,True,EUW1_7751635528,Grandmaster
9,15,Zyra,6,4,False,False,10416,0,1,140557,16570,191,15008,709,9627,7061,0,200,JUNGLE,258154,18816,18,102588,1536,3,43,8,5,True,EUW1_7751635528,Grandmaster
5,13,MasterYi,5,0,False,False,9419,0,6,590,590,0,65604,10057,11421,5010,0,200,MIDDLE,79534,15872,123,13338,5224,3,9,1,6,True,EUW1_7751635528,Grandmaster
10,14,Vladimir,2,0,False,False,11798,0,5,129707,17506,0,10992,746,17501,4614,0,200,BOTTOM,148594,18252,219,7893,0,3,10,2,8,True,EUW1_7751635528,Grandmaster
19,12,Nami,4,8,False,False,8478,0,1,12375,7044,0,4027,949,8581,502,0,200,UTILITY,19563,8050,26,3161,57,3,81,11,34,True,EUW1_7751635528,Grandmaster
1,11,Ambessa,5,0,False,True,4514,0,0,503,401,0,42785,8641,12235,6666,0,100,TOP,44386,9042,96,1097,0,2,7,0,5,False,EUW1_7751600329,Grandmaster
4,9,Nidalee,6,1,False,True,5702,0,2,52066,5464,85,11296,1415,11853,6709,0,100,JUNGLE,106487,7071,8,43124,192,2,15,3,3,False,EUW1_7751600329,Grandmaster
0,10,Tryndamere,3,0,False,True,4715,0,0,0,0,0,51865,5789,6268,4881,0,100,MIDDLE,53959,6463,132,2093,673,2,3,0,4,False,EUW1_7751600329,Grandmaster
1,9,Ezreal,3,0,False,True,6518,0,3,3840,1489,0,48253,5971,4404,7084,0,100,BOTTOM,52094,7461,113,0,0,2,11,0,5,False,EUW1_7751600329,Grandmaster
2,7,Nami,3,4,False,True,4364,0,1,6322,3192,0,3426,1495,3271,6689,0,100,UTILITY,12394,4851,14,2645,164,2,38,6,18,False,EUW1_7751600329,Grandmaster
1,12,Renekton,1,0,False,True,6866,0,5,3574,1914,0,54833,10229,13092,7065,0,200,TOP,60350,12611,139,1943,467,0,7,0,5,True,EUW1_7751600329,Grandmaster
5,11,Shaco,1,1,False,True,9023,0,7,37861,2579,132,49707,3362,5306,5936,0,200,JUNGLE,145132,6955,6,57563,1013,0,21,6,5,True,EUW1_7751600329,Grandmaster
2,12,Orianna,1,2,False,True,6903,0,1,67401,11334,0,11048,2544,7686,4492,0,200,MIDDLE,82422,13958,169,3972,79,0,11,2,7,True,EUW1_7751600329,Grandmaster
2,10,Kaisa,2,0,False,True,8630,0,6,5651,2178,4,62263,9059,5055,6908,0,200,BOTTOM,70213,11311,140,2298,73,0,6,1,3,True,EUW1_7751600329,Grandmaster
7,8,Nautilus,1,2,False,True,4595,0,1,7562,2529,0,5482,1351,6891,5551,0,200,UTILITY,15416,3881,18,2370,0,0,22,2,9,True,EUW1_7751600329,Grandmaster
5,15,Singed,4,0,False,False,8077,1,1,104984,15544,2,5808,577,12536,29,0,100,TOP,112903,16890,184,2111,769,8,20,2,10,False,EUW1_7751569558,Grandmaster
5,14,Pantheon,2,2,False,False,11441,1,5,2634,779,161,133819,11969,14124,1627,0,100,JUNGLE,234241,14631,27,97788,1883,8,26,6,4,False,EUW1_7751569558,Grandmaster
1,14,Orianna,11,2,False,False,9657,1,3,113313,17581,0,11037,1273,9028,4534,0,100,MIDDLE,125823,19027,219,1472,172,8,15,4,4,False,EUW1_7751569558,Grandmaster
6,13,Lucian,5,1,False,False,13441,1,4,15700,5644,0,137319,17390,11984,7027,0,100,BOTTOM,157026,23867,249,4005,832,8,29,7,9,False,EUW1_7751569558,Grandmaster
9,12,Nami,1,14,False,False,8465,1,2,15988,8737,0,6486,1652,5804,6689,0,100,UTILITY,29792,10729,25,7316,338,8,96,9,44,False,EUW1_7751569558,Grandmaster
3,18,Fiora,0,0,False,False,14444,0,4,1352,455,10,207202,8361,11611,7065,0,200,TOP,219073,15053,293,10518,6236,3,17,2,5,True,EUW1_7751569558,Grandmaster
3,17,Darius,4,1,False,False,13158,0,8,663,161,223,192576,9007,14692,907,0,200,JUNGLE,311300,14081,23,118059,4912,3,26,1,11,True,EUW1_7751569558,Grandmaster
4,17,Azir,4,4,False,False,13054,0,7,174194,21348,4,7577,1590,10201,4492,0,200,MIDDLE,186234,22943,260,4462,4,3,30,7,12,True,EUW1_7751569558,Grandmaster
3,14,Corki,6,1,False,False,11838,0,3,56403,4372,8,72132,11717,13014,1665,0,200,BOTTOM,142641,18517,227,14106,2426,3,26,7,10,True,EUW1_7751569558,Grandmaster
10,13,Milio,1,7,False,False,7790,0,1,8558,4687,0,4541,1280,8384,6043,0,200,UTILITY,15547,5967,26,2447,0,3,85,8,39,True,EUW1_7751569558,Grandmaster
3,15,Varus,2,1,False,True,10177,0,3,22143,4191,0,71446,6511,10474,4568,0,100,TOP,100344,10702,208,6754,0,3,16,0,8,False,EUW1_7740746084,Grandmaster
2,11,Maokai,7,3,False,True,7901,0,3,82031,7409,114,13649,754,13433,3797,0,100,JUNGLE,157207,8815,12,61526,652,3,23,1,9,False,EUW1_7740746084,Grandmaster
2,12,Ahri,6,1,False,True,7711,0,4,40057,7573,0,8748,1338,7167,7091,0,100,MIDDLE,72748,11905,154,23943,2993,3,22,2,6,False,EUW1_7740746084,Grandmaster
2,12,Jhin,2,0,False,True,9110,0,2,3882,485,0,91965,9104,5716,6993,0,100,BOTTOM,97887,9624,173,2038,34,3,11,0,6,False,EUW1_7740746084,Grandmaster
5,8,Karma,6,5,False,True,5833,0,1,14044,7018,0,3900,1232,8019,3366,0,100,UTILITY,19186,8250,27,1241,0,3,63,12,20,False,EUW1_7740746084,Grandmaster
0,12,Vayne,3,0,False,True,5053,0,0,0,0,0,32700,4712,6058,5269,0,200,TOP,35401,5520,104,2701,807,3,14,1,8,True,EUW1_7740746084,Grandmaster
6,14,Taliyah,1,2,False,True,9699,0,6,138543,11897,159,12371,839,5819,6386,0,200,JUNGLE,203299,13833,1,52384,1095,3,21,1,7,True,EUW1_7740746084,Grandmaster
4,13,Irelia,4,0,False,True,9754,0,4,15007,3804,0,114465,10508,7484,1386,0,200,MIDDLE,133016,14693,208,3543,380,3,12,1,5,True,EUW1_7740746084,Grandmaster
4,13,Kaisa,1,0,False,True,13382,0,10,18707,6774,8,110011,12306,8567,937,0,200,BOTTOM,131067,19097,192,2347,16,3,16,3,7,True,EUW1_7740746084,Grandmaster
16,11,Nami,4,8,False,True,7529,0,3,9485,6900,0,3509,1230,3889,6689,0,200,UTILITY,14673,8429,22,1678,298,3,67,9,28,True,EUW1_7740746084,Grandmaster
5,15,JarvanIV,6,0,False,False,9728,2,1,7153,694,4,101281,9601,10206,7012,0,100,TOP,109468,10296,191,1032,0,9,28,3,11,False,EUW1_7740708624,Grandmaster
4,16,Kayn,7,0,False,False,15863,2,9,2700,2700,183,240785,18914,16396,6413,0,100,JUNGLE,308118,23306,76,64631,1691,9,28,4,6,False,EUW1_7740708624,Grandmaster
4,16,Aurora,7,1,False,False,12459,2,6,144517,22513,0,19570,2429,18002,29,0,100,MIDDLE,173677,27339,255,9589,2396,9,22,5,4,False,EUW1_7740708624,Grandmaster
2,15,Kaisa,8,0,False,False,13111,2,1,31338,4476,0,145906,4882,13471,2072,0,100,BOTTOM,179414,9419,271,2169,60,9,20,4,10,False,EUW1_7740708624,Grandmaster
8,12,Rell,3,5,False,False,7386,2,0,5887,2905,0,3242,942,7560,7,0,100,UTILITY,11986,3848,32,2856,0,9,90,14,31,False,EUW1_7740708624,Grandmaster
6,18,Volibear,0,0,False,False,12002,0,5,79497,4425,4,57724,3755,12983,4794,0,200,TOP,154356,8745,240,17135,565,4,25,1,10,True,EUW1_7740708624,Grandmaster
13,17,Karthus,5,0,False,False,12929,0,2,206442,17679,224,8740,507,15887,4030,0,200,JUNGLE,325098,19406,19,109914,1219,4,24,5,9,True,EUW1_7740708624,Grandmaster
4,16,Yasuo,7,0,False,False,11736,0,6,43555,3889,12,144381,15934,16995,3366,0,200,MIDDLE,193903,20723,214,5965,899,4,26,4,9,True,EUW1_7740708624,Grandmaster
5,16,Samira,2,0,False,False,19405,0,16,12024,2999,4,186491,24717,8576,5269,0,200,BOTTOM,202360,28195,262,3845,477,4,23,1,12,True,EUW1_7740708624,Grandmaster
21,15,Annie,3,6,False,False,10098,0,2,30468,8328,0,5160,853,7302,7065,0,200,UTILITY,40003,9412,41,4374,230,4,84,6,39,True,EUW1_7740708624,Grandmaster
6,17,Vladimir,1,0,False,False,14492,0,9,215108,43090,4,14881,2493,22857,6228,0,100,TOP,236804,45678,252,6815,95,4,24,1,9,True,EUW1_7739360731,Grandmaster
6,17,Zaahen,3,1,False,False,14657,0,10,10412,1458,201,175566,28656,25520,29,0,100,JUNGLE,323018,33167,29,137038,3051,4,57,10,3,True,EUW1_7739360731,Grandmaster
11,16,TwistedFate,4,0,False,False,14039,0,3,140352,19975,0,14511,2858,10079,3478,0,100,MIDDLE,158306,23078,210,3442,245,4,14,2,10,True,EUW1_7739360731,Grandmaster
10,14,Samira,7,0,False,False,13196,0,6,11846,2429,2,112760,26520,11218,5269,0,100,BOTTOM,130188,29012,175,5581,62,4,24,4,13,True,EUW1_7739360731,Grandmaster
16,12,Nautilus,4,5,False,False,9353,0,3,15429,7956,3,8375,3259,6605,5993,0,100,UTILITY,28723,12039,27,4919,823,4,94,4,41,True,EUW1_7739360731,Grandmaster
4,15,Sion,6,0,False,False,11280,1,4,29094,9869,2,78840,18821,32069,655,0,200,TOP,119907,29553,170,11972,862,11,12,3,2,False,EUW1_7739360731,Grandmaster
5,15,Vi,7,0,False,False,10789,1,3,0,0,172,143626,12598,18137,7091,0,200,JUNGLE,246631,12737,21,103005,139,11,22,2,9,False,EUW1_7739360731,Grandmaster
6,16,Orianna,4,1,False,False,12401,1,5,152186,24676,0,13446,1261,8317,3172,0,200,MIDDLE,167887,25937,238,2255,0,11,18,4,8,False,EUW1_7739360731,Grandmaster
8,15,Veigar,6,0,False,False,16748,1,6,189147,34831,2,8166,934,8550,7034,0,200,BOTTOM,204946,36473,243,7633,707,11,14,0,10,False,EUW1_7739360731,Grandmaster
10,11,Rakan,8,1,False,False,8253,1,1,8603,5290,1,4900,1363,11443,3785,0,200,UTILITY,16396,6654,32,2893,0,11,101,12,36,False,EUW1_7739360731,Grandmaster
5,16,Renekton,1,1,False,False,10526,0,2,5468,1253,0,113562,5170,16415,6253,0,100,TOP,121273,6424,194,2241,0,1,23,2,8,True,EUW1_7739307178,Grandmaster
5,16,Jayce,4,2,False,False,16374,0,14,22589,2385,180,177092,20599,10856,1151,0,100,JUNGLE,283892,25555,34,84211,2570,1,36,8,4,True,EUW1_7739307178,Grandmaster
3,15,Ahri,5,1,False,False,9913,0,2,79665,8352,0,9865,1178,5128,6715,0,100,MIDDLE,135522,12082,209,45991,2551,1,12,1,8,True,EUW1_7739307178,Grandmaster
11,15,Corki,2,0,False,False,15942,0,9,49730,4975,8,98757,18140,8650,2073,0,100,BOTTOM,166331,26110,237,17844,2994,1,21,6,6,True,EUW1_7739307178,Grandmaster
22,13,Leona,3,6,False,False,8159,0,0,11044,6409,0,4159,2281,10875,6487,0,100,UTILITY,17580,8691,24,2376,0,1,75,8,27,True,EUW1_7739307178,Grandmaster
2,16,Kennen,4,1,False,False,10900,1,6,97741,16245,0,24585,5177,11861,29,0,200,TOP,126208,22445,210,3881,1022,10,28,3,7,False,EUW1_7739307178,Grandmaster
3,13,JarvanIV,6,3,False,False,10337,1,3,9692,667,157,117422,9148,14998,6923,0,200,JUNGLE,209128,11168,26,82013,1352,10,29,9,5,False,EUW1_7739307178,Grandmaster
1,14,Mel,5,3,False,False,10885,1,5,106414,17273,0,14436,1687,11798,29,0,200,MIDDLE,123295,18960,231,2444,0,10,28,3,12,False,EUW1_7739307178,Grandmaster
2,14,Samira,4,0,False,False,9833,1,1,10401,879,0,93925,12007,9814,5269,0,200,BOTTOM,105817,12886,213,1490,0,10,18,0,11,False,EUW1_7739307178,Grandmaster
4,11,Nautilus,8,4,False,False,5902,1,0,10012,3630,0,4650,1581,13782,683,0,200,UTILITY,16249,5931,20,1586,720,10,65,5,31,False,EUW1_7739307178,Grandmaster
14,16,Malphite,1,0,False,True,10798,0,2,58149,10475,3,57021,6521,9136,5623,0,100,TOP,120499,16996,197,5328,0,3,24,5,10,True,EUW1_7739248808,Grandmaster
11,16,Qiyana,5,1,False,True,16302,0,14,17075,2287,173,200750,28763,16339,5410,0,100,JUNGLE,305062,35655,38,87237,4603,3,32,9,3,True,EUW1_7739248808,Grandmaster
5,15,AurelionSol,3,3,False,True,11245,0,6,103396,18836,0,8035,78,5290,3840,0,100,MIDDLE,124201,19111,218,12769,196,3,18,2,9,True,EUW1_7739248808,Grandmaster
13,14,Yunara,6,2,False,True,12199,0,1,33286,8831,12,93002,16627,12252,6993,0,100,BOTTOM,133077,25895,204,6788,437,3,16,2,7,True,EUW1_7739248808,Grandmaster
16,12,Poppy,5,10,False,True,7906,0,4,2013,1423,0,21016,12802,13907,3522,0,100,UTILITY,24918,14226,21,1887,0,3,85,5,41,True,EUW1_7739248808,Grandmaster
0,16,Gwen,3,0,False,True,10649,0,4,94058,14706,0,33157,3223,15273,6759,0,200,TOP,184736,21421,240,57521,3491,5,23,2,10,False,EUW1_7739248808,Grandmaster
2,13,XinZhao,8,5,False,True,11422,0,10,9539,1011,129,101792,15663,28856,5759,0,200,JUNGLE,183277,17883,34,71946,1208,5,34,6,6,False,EUW1_7739248808,Grandmaster
6,13,Azir,5,0,False,True,8252,0,1,81151,13861,0,6532,234,8874,7011,0,200,MIDDLE,92227,14095,182,4543,0,5,24,3,8,False,EUW1_7739248808,Grandmaster
2,14,Samira,5,0,False,True,11450,0,4,11252,1066,0,110139,12515,11690,5269,0,200,BOTTOM,123331,13635,208,1939,53,5,15,0,10,False,EUW1_7739248808,Grandmaster
11,10,Leona,6,2,False,True,6628,0,0,14441,5825,0,5916,2967,22891,6760,0,200,UTILITY,23675,9426,31,3318,633,5,66,5,31,False,EUW1_7739248808,Grandmaster
1,17,Gwen,9,0,False,False,9878,1,0,101891,13614,4,36789,2852,24381,4237,0,100,TOP,202093,21964,226,63411,5497,7,30,1,12,False,EUW1_7739197696,Grandmaster
11,17,DrMundo,3,2,False,False,14675,1,8,68123,10946,210,113633,18459,28209,7070,0,100,JUNGLE,320878,30350,36,139121,944,7,38,9,4,False,EUW1_7739197696,Grandmaster
4,16,Morgana,6,3,False,False,11665,1,5,114107,18364,0,14047,548,14168,6103,0,100,MIDDLE,132567,19927,230,4411,1013,7,16,1,8,False,EUW1_7739197696,Grandmaster
5,16,Corki,5,5,False,False,16859,1,13,59327,6242,8,130724,19487,11002,4481,0,100,BOTTOM,215600,31154,251,25548,5423,7,41,8,10,False,EUW1_7739197696,Grandmaster
15,14,Blitzcrank,3,14,False,False,8446,1,1,13430,7496,0,8920,4644,10324,5980,0,100,UTILITY,25651,13010,24,3300,870,7,112,7,57,False,EUW1_7739197696,Grandmaster
6,20,Fiora,1,0,False,False,17901,0,11,3613,1493,8,250866,23201,23374,7065,0,200,TOP,282026,43575,314,27546,18880,5,18,0,8,True,EUW1_7739197696,Grandmaster
9,15,Qiyana,8,7,False,False,11379,0,4,6697,650,161,178993,10572,17614,7,0,200,JUNGLE,259814,12915,41,74123,1692,5,35,7,8,True,EUW1_7739197696,Grandmaster
8,16,Vladimir,4,0,False,False,11342,0,3,161501,27283,1,15176,783,14177,5269,0,200,MIDDLE,178209,28066,260,1530,0,5,18,1,12,True,EUW1_7739197696,Grandmaster
5,15,Ezreal,5,3,False,False,15627,0,6,18876,8177,12,157398,18966,8428,3494,0,200,BOTTOM,182633,27335,240,6357,191,5,19,0,12,True,EUW1_7739197696,Grandmaster
11,13,Bard,9,4,False,False,8844,0,2,8125,5341,0,4662,2503,13190,7091,0,200,UTILITY,15447,9267,28,2658,1422,5,112,14,42,True,EUW1_7739197696,Grandmaster
6,16,Zaahen,4,4,False,False,13041,1,9,3938,1880,0,124194,22210,23396,5180,0,100,TOP,130616,24250,223,2484,160,8,40,3,12,False,EUW1_7739148231,Grandmaster
12,14,Nunu,4,2,False,False,10263,1,3,58492,15231,157,17845,407,19252,6720,0,100,JUNGLE,230696,15852,17,154357,213,8,21,0,8,False,EUW1_7739148231,Grandmaster
3,15,Tristana,8,1,False,False,14134,1,7,22857,2028,16,132653,17554,14473,977,0,100,MIDDLE,167854,19978,217,12343,395,8,10,0,8,False,EUW1_7739148231,Grandmaster
5,13,Yasuo,10,0,False,False,9903,1,2,14754,701,0,71623,10427,16983,6766,0,100,BOTTOM,96203,11181,196,9825,53,8,22,5,10,False,EUW1_7739148231,Grandmaster
4,12,Rell,10,3,False,False,5833,1,0,5277,4006,0,2992,1061,15983,518,0,100,UTILITY,12059,5742,26,3790,675,8,64,6,24,False,EUW1_7739148231,Grandmaster
3,15,Irelia,10,0,False,False,8662,0,1,13486,3255,4,101733,9951,20275,7049,0,200,TOP,116457,13445,186,1238,239,3,27,2,8,True,EUW1_7739148231,Grandmaster
21,16,JarvanIV,4,2,False,False,12523,0,7,10578,1472,181,142538,16489,19583,2074,0,200,JUNGLE,242131,18526,11,89013,565,3,26,1,8,True,EUW1_7739148231,Grandmaster
11,17,Hwei,3,0,False,False,12078,0,5,135357,19682,0,13087,680,9008,6482,0,200,MIDDLE,154139,20426,234,5695,63,3,18,3,7,True,EUW1_7739148231,Grandmaster
7,15,Samira,2,0,False,False,19613,0,21,13569,2766,1,195364,38013,12188,5269,0,200,BOTTOM,223347,42288,247,14413,1508,3,17,2,11,True,EUW1_7739148231,Grandmaster
31,14,Nautilus,2,7,False,False,9295,0,2,10126,5392,0,9048,3359,15883,1587,0,200,UTILITY,21454,8806,28,2280,54,3,83,11,34,True,EUW1_7739148231,Grandmaster
13,19,Rumble,9,1,False,False,13211,0,6,124607,17455,15,15118,1108,13485,710,0,100,TOP,153296,20792,194,13569,2227,4,27,0,12,True,EUW1_7737553195,Grandmaster
9,18,Talon,6,3,False,False,18185,0,10,0,0,189,233988,23175,24806,709,0,100,JUNGLE,345672,28787,57,111683,5612,4,47,10,5,True,EUW1_7737553195,Grandmaster
11,18,Ahri,10,0,False,False,14289,0,10,100352,20399,2,11467,1959,14593,7050,0,100,MIDDLE,154839,26504,198,43019,4144,4,21,1,11,True,EUW1_7737553195,Grandmaster
5,17,Samira,7,0,False,False,24450,0,26,18143,4951,20,250227,44239,16236,5269,0,100,BOTTOM,279379,51486,247,11009,2296,4,33,3,14,True,EUW1_7737553195,Grandmaster
34,16,Alistar,5,11,False,False,11269,0,1,10553,6839,0,4932,914,18710,1211,0,100,UTILITY,20370,9423,20,4884,1669,4,100,6,49,True,EUW1_7737553195,Grandmaster
7,17,Aurora,9,0,False,False,12530,1,8,122319,25529,0,15186,1767,15773,6923,0,200,TOP,140546,28279,195,3041,982,10,33,5,9,False,EUW1_7737553195,Grandmaster
11,16,Vi,11,2,False,False,12925,1,5,0,0,155,176961,18431,18548,1107,0,200,JUNGLE,264263,18917,56,87301,485,10,32,8,3,False,EUW1_7737553195,Grandmaster
6,16,Qiyana,10,1,False,False,14990,1,12,18252,3004,4,163106,32823,22147,1114,0,200,MIDDLE,190352,39247,208,8994,3419,10,26,3,6,False,EUW1_7737553195,Grandmaster
7,16,Karthus,14,1,False,False,15691,1,10,179923,40481,0,2521,172,13060,6872,0,200,BOTTOM,186535,41466,238,4090,811,10,27,7,9,False,EUW1_7737553195,Grandmaster
22,14,Sona,10,5,False,False,10034,1,2,25850,11657,4,6277,2917,19333,6001,0,200,UTILITY,33649,14701,48,1521,126,10,95,9,42,False,EUW1_7737553195,Grandmaster
8,18,Nidalee,2,0,False,False,13163,0,6,154644,19994,5,18957,3975,9563,3891,0,100,TOP,180280,25019,214,6677,1050,3,20,4,5,True,EUW1_7737516555,Grandmaster
8,14,Diana,5,0,False,False,12119,0,9,130111,17885,155,29986,3090,13204,29,0,100,JUNGLE,227406,22602,15,67308,1626,3,18,2,4,True,EUW1_7737516555,Grandmaster
14,15,Sion,3,0,False,False,9872,0,2,37738,8960,0,81058,11691,22521,580,0,100,MIDDLE,137868,20771,180,19072,119,3,20,0,9,True,EUW1_7737516555,Grandmaster
11,14,Yasuo,5,0,False,False,15020,0,12,22472,2257,4,123149,28107,14083,6766,0,100,BOTTOM,158204,30985,195,12583,620,3,15,0,10,True,EUW1_7737516555,Grandmaster
21,12,Rell,3,3,False,False,9308,0,5,13133,9762,0,6780,3727,12041,518,0,100,UTILITY,22764,14271,19,2849,781,3,76,3,35,True,EUW1_7737516555,Grandmaster
4,16,Gwen,6,0,False,False,13668,1,10,114411,23658,6,34594,6509,12852,6031,0,200,TOP,203038,34335,210,54030,4167,10,17,3,5,False,EUW1_7737516555,Grandmaster
11,13,JarvanIV,6,0,False,False,9623,1,2,9813,794,151,91493,12811,14696,6728,0,200,JUNGLE,195303,14972,7,93996,1367,10,21,3,4,False,EUW1_7737516555,Grandmaster
1,15,Kassadin,6,0,False,False,10074,1,3,84711,7719,0,27483,2975,9557,5452,0,200,MIDDLE,115451,11969,200,3257,1275,10,11,0,4,False,EUW1_7737516555,Grandmaster
4,13,Samira,9,0,False,False,10438,1,3,14081,1763,0,104169,20443,12662,5269,0,200,BOTTOM,120554,22206,196,2303,0,10,21,3,9,False,EUW1_7737516555,Grandmaster
13,10,Braum,7,5,False,False,6741,1,0,7729,6432,0,3872,2505,14800,5675,0,200,UTILITY,12913,8937,21,1312,0,10,91,6,37,False,EUW1_7737516555,Grandmaster
2,15,Renekton,14,2,False,False,9454,1,1,10136,3149,0,112164,12537,19499,7050,0,100,TOP,127325,17766,191,5023,2079,9,30,4,14,False,EUW1_7737454318,Grandmaster
10,15,Ivern,4,10,False,False,12336,1,2,16940,7377,164,7258,3411,6183,5988,0,100,JUNGLE,227228,13206,25,203028,2416,9,58,11,12,False,EUW1_7737454318,Grandmaster
1,18,Azir,2,1,False,False,16484,1,4,279495,30475,8,7799,874,9342,4492,0,100,MIDDLE,296657,31879,359,9363,529,9,39,8,11,False,EUW1_7737454318,Grandmaster
1,15,Twitch,6,0,False,False,14765,1,8,2962,512,0,152995,19947,6882,7059,0,100,BOTTOM,166656,23261,246,10697,2801,9,17,3,7,False,EUW1_7737454318,Grandmaster
9,14,Swain,4,5,False,False,9745,1,2,63611,15145,0,10422,1589,10670,6103,0,100,UTILITY,81332,16974,52,7298,240,9,86,11,29,False,EUW1_7737454318,Grandmaster
11,18,Nidalee,3,0,False,False,16078,1,12,189474,35990,2,16339,2897,17212,3891,0,200,TOP,218700,40614,210,12886,1726,8,24,5,8,True,EUW1_7737454318,Grandmaster
