assists,champLevel,championName,deaths,detectorWardsPlaced,gameEndedInEarlySurrender,gameEndedInSurrender,goldEarned,inhibitorsLost,kills,magicDamageDealt,magicDamageDealtToChampions,neutralMinionsKilled,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,profileIcon,sightWardsBoughtInGame,teamId,teamPosition,totalDamageDealt,totalDamageDealtToChampions,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,turretsLost,visionScore,wardsKilled,wardsPlaced,win,match_id,tier
4,16,Darius,5,0,False,False,8617,0,1,0,0,0,114789,16220,12598,6921,0,100,TOP,117681,17979,185,2892,1758,4,21,1,10,True,EUW1_7760232797,Master
7,16,Ambessa,1,4,False,False,12786,0,6,0,0,199,211955,19816,10969,6489,0,100,JUNGLE,288109,20081,17,76153,264,4,37,3,14,True,EUW1_7760232797,Master
7,17,Vladimir,0,0,False,False,15972,0,10,218012,30100,0,14143,1508,16837,4353,0,100,MIDDLE,240890,32929,273,8734,1320,4,14,2,7,True,EUW1_7760232797,Master
5,14,Brand,3,0,False,False,11018,0,2,102385,16030,0,10709,990,7412,5636,0,100,BOTTOM,115657,17020,181,2562,0,4,14,0,10,True,EUW1_7760232797,Master
4,12,Nautilus,4,8,False,False,8082,0,3,8096,2693,0,8728,1621,5200,6737,0,100,UTILITY,23772,4798,37,6947,483,4,86,11,41,True,EUW1_7760232797,Master
2,14,DrMundo,5,0,False,False,8763,2,2,28420,11761,1,77520,8218,24942,590,0,200,TOP,116865,20012,187,10925,32,11,21,2,9,False,EUW1_7760232797,Master
1,14,Udyr,5,1,False,False,10207,2,3,133440,16689,159,33087,1412,12998,6032,0,200,JUNGLE,255218,18405,50,88689,303,11,16,2,3,False,EUW1_7760232797,Master
0,14,Yasuo,9,0,False,False,8485,2,1,18282,978,12,113870,10276,11175,5912,0,200,MIDDLE,134257,12324,181,2105,1069,11,16,0,8,False,EUW1_7760232797,Master
3,15,Kaisa,2,6,False,False,13991,2,5,35079,6129,20,164919,12036,7431,7,0,200,BOTTOM,211226,18512,279,11227,345,11,32,4,14,False,EUW1_7760232797,Master
4,11,Neeko,1,11,False,False,7272,2,2,26284,11220,0,2491,742,4215,502,0,200,UTILITY,30630,12158,46,1854,195,11,113,17,40,False,EUW1_7760232797,Master
5,18,Gwen,7,0,False,False,17268,3,8,215581,29444,0,40585,3494,27982,6031,0,100,TOP,330423,36098,300,74256,3159,11,43,3,14,False,EUW1_7760190183,Master
8,17,Rumble,10,7,False,False,16687,3,8,215145,34348,158,20998,860,26337,578,0,100,JUNGLE,330568,39268,70,94421,4059,11,46,6,7,False,EUW1_7760190183,Master
5,18,Sion,5,1,False,False,16519,3,8,22596,6662,12,237597,29147,31824,6082,0,100,MIDDLE,264606,37430,303,4411,1621,11,28,3,10,False,EUW1_7760190183,Master
7,16,Yunara,11,2,False,False,14877,3,4,51120,9197,19,176570,21347,22838,6921,0,100,BOTTOM,232016,31316,254,4324,771,11,23,3,10,False,EUW1_7760190183,Master
13,15,Karma,8,1,False,False,9089,3,1,27611,8328,0,3444,1033,15370,5636,0,100,UTILITY,34042,11128,34,2986,1767,11,114,11,39,False,EUW1_7760190183,Master
10,19,Riven,10,0,False,False,15463,0,6,77,47,12,213224,33491,14513,5454,0,200,TOP,217538,35563,251,4236,2024,4,30,0,11,True,EUW1_7760190183,Master
12,18,Naafiri,2,0,False,False,15667,0,9,812,551,233,220927,28888,16928,4533,0,200,JUNGLE,365158,32654,21,143421,3215,4,28,1,9,True,EUW1_7760190183,Master
6,18,Ryze,9,1,False,False,18884,0,12,333794,45859,4,13191,2135,20932,5912,0,200,MIDDLE,357434,48026,324,10448,31,4,17,3,9,True,EUW1_7760190183,Master
6,18,Kaisa,4,1,False,False,19428,0,12,84596,23146,26,198449,23157,20174,4680,0,200,BOTTOM,292931,46546,263,9887,242,4,24,5,10,True,EUW1_7760190183,Master
27,17,Janna,4,9,False,False,11600,0,2,24440,12230,0,5585,1597,12758,29,0,200,UTILITY,32465,15059,29,2439,1232,4,130,10,49,True,EUW1_7760190183,Master
5,19,Jayce,12,0,False,False,14766,4,5,35161,6116,16,250888,16733,20181,3150,0,100,TOP,291430,23159,305,5380,309,10,29,3,12,False,EUW1_7760154580,Master
13,18,Chogath,4,0,False,False,19247,4,19,176745,27959,143,31544,6265,31766,1388,0,100,JUNGLE,319618,49746,69,111328,15521,10,19,2,1,False,EUW1_7760154580,Master
15,18,Aurora,11,0,False,False,13338,4,5,169672,25905,0,19311,1286,22675,6230,0,100,MIDDLE,215326,30268,248,26342,3076,10,26,6,5,False,EUW1_7760154580,Master
15,17,Smolder,8,0,False,False,16037,4,9,20348,4941,6,177608,23036,15544,5636,0,100,BOTTOM,210384,30676,255,12427,2698,10,28,6,11,False,EUW1_7760154580,Master
31,16,Alistar,6,15,False,False,10851,4,2,13259,7617,0,3732,1405,18552,603,0,100,UTILITY,22710,10029,34,5718,1007,10,144,14,68,False,EUW1_7760154580,Master
11,20,Gwen,5,1,False,False,19241,0,11,190858,35424,8,47473,4548,25761,6026,0,200,TOP,308783,47919,277,70449,7946,5,27,3,6,True,EUW1_7760154580,Master
12,18,Vi,8,4,False,False,14892,0,6,0,0,217,226813,24119,14124,654,0,200,JUNGLE,332596,26582,37,105783,2462,5,43,7,6,True,EUW1_7760154580,Master
8,18,Zed,7,0,False,False,16787,0,9,11262,1423,8,227578,34611,8875,6796,0,200,MIDDLE,243530,38167,281,4689,2131,5,31,3,14,True,EUW1_7760154580,Master
8,17,Kaisa,6,0,False,False,19245,0,10,76462,24013,36,169292,20592,10883,6383,0,200,BOTTOM,249609,45093,250,3854,487,5,35,6,12,True,EUW1_7760154580,Master
10,16,Sylas,14,11,False,False,11601,0,5,62870,14148,10,6434,1762,18517,7061,0,200,UTILITY,77614,19770,63,8310,3858,5,94,11,38,True,EUW1_7760154580,Master
6,16,Vayne,3,3,False,False,11593,0,6,2021,732,0,111550,25795,6054,5910,0,100,TOP,127755,33331,214,14184,6803,1,19,1,10,True,EUW1_7760116715,Master
4,16,Khazix,2,0,False,False,13153,0,7,1090,842,205,184838,8215,12567,711,0,100,JUNGLE,277865,10282,9,91936,1224,1,28,4,5,True,EUW1_7760116715,Master
7,16,Anivia,1,4,False,False,12392,0,11,113757,25925,4,11638,2372,7744,5463,0,100,MIDDLE,131883,29502,187,6487,1204,1,27,5,16,True,EUW1_7760116715,Master
7,14,Brand,1,0,False,False,11066,0,3,105786,12540,0,16379,1248,8036,5636,0,100,BOTTOM,128484,13788,210,6318,0,1,11,2,5,True,EUW1_7760116715,Master
16,12,Karma,3,5,False,False,8452,0,3,12986,8180,0,5071,1271,7194,7084,0,100,UTILITY,24466,9452,21,6409,0,1,75,6,26,True,EUW1_7760116715,Master
0,15,Chogath,6,0,False,False,7976,2,1,65775,5431,0,18957,1386,15791,1114,0,200,TOP,97778,7886,187,13045,1068,9,22,2,9,False,EUW1_7760116715,Master
3,14,Karthus,7,0,False,False,10889,2,4,152287,26466,156,4230,300,13876,7,0,200,JUNGLE,224332,27963,21,67816,1197,9,9,0,5,False,EUW1_7760116715,Master
1,14,Kayle,6,0,False,False,9485,2,4,58687,8367,4,27967,3293,12401,29,0,200,MIDDLE,95917,11661,172,9262,0,9,15,1,8,False,EUW1_7760116715,Master
2,11,Ashe,6,0,False,False,8785,2,1,2085,1685,0,82416,11044,5757,7,0,200,BOTTOM,91044,12762,192,6542,32,9,27,4,7,False,EUW1_7760116715,Master
6,11,Soraka,5,1,False,False,5617,2,0,7830,4913,0,4911,1359,4710,3205,0,200,UTILITY,14556,6294,14,1814,21,9,38,0,19,False,EUW1_7760116715,Master
4,15,Malphite,5,3,False,False,9707,2,6,45775,12705,0,45467,3917,8791,5980,0,100,TOP,93953,16800,143,2709,178,11,37,2,13,False,EUW1_7760055389,Master
3,14,Olaf,11,0,False,False,11021,2,3,0,0,157,127616,11931,19878,2074,0,100,JUNGLE,231320,16396,32,103703,4464,11,10,1,1,False,EUW1_7760055389,Master
5,15,Akshan,9,0,False,False,10975,2,6,28007,3138,0,114054,16103,10333,7084,0,100,MIDDLE,146441,20745,207,4379,1504,11,23,5,8,False,EUW1_7760055389,Master
4,12,Brand,11,0,False,False,9478,2,2,79542,19375,0,10338,747,15655,5636,0,100,BOTTOM,94287,20123,161,4406,0,11,18,3,7,False,EUW1_7760055389,Master
11,12,Janna,8,2,False,False,9561,2,5,17704,8531,0,4388,1514,11724,1151,0,100,UTILITY,25211,11839,28,3118,1793,11,83,8,34,False,EUW1_7760055389,Master
1,17,Akali,4,0,False,False,11820,0,9,110555,16124,0,12427,1405,11805,1590,0,200,TOP,133705,19334,195,10722,1803,1,27,5,7,True,EUW1_7760055389,Master
16,16,Taliyah,5,2,False,False,14939,0,6,220692,24036,204,12859,862,10314,6622,0,200,JUNGLE,311764,27387,20,78214,2487,1,26,3,4,True,EUW1_7760055389,Master
4,17,Irelia,4,1,False,False,16638,0,16,28397,8076,10,190720,25545,20382,2075,0,200,MIDDLE,224401,34654,258,5283,1032,1,29,5,11,True,EUW1_7760055389,Master
16,15,Ashe,3,3,False,False,13316,0,5,2181,2124,12,130765,21023,5475,5970,0,200,BOTTOM,139399,23509,180,6452,362,1,17,2,8,True,EUW1_7760055389,Master
17,13,Seraphine,6,7,False,False,10619,0,8,23895,7839,1,3458,1294,10928,6242,0,200,UTILITY,29219,9431,21,1865,298,1,76,7,29,True,EUW1_7760055389,Master
0,14,Yone,5,0,False,False,8036,2,1,15934,1444,4,106367,8055,12546,5709,0,100,TOP,126814,10283,213,4512,783,10,19,1,8,False,EUW1_7761396481,Master
0,11,DrMundo,6,0,False,False,6622,2,0,38481,6684,120,43926,3969,14100,4896,0,100,JUNGLE,157170,11878,20,74762,1224,10,15,4,2,False,EUW1_7761396481,Master
0,15,Ryze,4,1,False,False,8910,2,4,101997,9641,0,8431,840,5801,3874,0,100,MIDDLE,112361,10482,202,1932,0,10,11,0,7,False,EUW1_7761396481,Master
1,11,Smolder,9,0,False,False,6916,2,0,5284,1426,0,64706,6896,10788,7070,0,100,BOTTOM,70741,8411,160,750,88,10,14,3,5,False,EUW1_7761396481,Master
0,10,Milio,4,0,False,False,5441,2,1,5970,2666,0,1606,761,6955,6923,0,100,UTILITY,8168,3481,8,591,53,10,34,2,16,False,EUW1_7761396481,Master
2,16,Sett,1,1,False,False,9458,0,3,0,0,8,115291,9365,13667,7015,0,200,TOP,138119,13578,191,22827,4213,1,19,1,8,True,EUW1_7761396481,Master
8,15,RekSai,1,3,False,False,12326,0,10,11368,2218,162,105961,12923,19109,7059,0,200,JUNGLE,239837,20973,19,122508,5831,1,21,4,5,True,EUW1_7761396481,Master
7,14,Orianna,4,1,False,False,9875,0,6,114407,23431,3,11949,2815,8453,3812,0,200,MIDDLE,129682,26447,179,3325,201,1,21,1,9,True,EUW1_7761396481,Master
3,14,Kaisa,0,0,False,False,14229,0,8,19325,3252,4,123641,10351,7527,7,0,200,BOTTOM,149693,13604,227,6727,0,1,9,2,6,True,EUW1_7761396481,Master
12,11,Nautilus,0,2,False,False,6293,0,0,6540,3649,0,6121,1928,6575,26,0,200,UTILITY,14898,5577,12,2236,0,1,59,4,26,True,EUW1_7761396481,Master
2,15,Fiora,7,0,False,True,11657,0,2,1537,344,0,134162,13176,22038,7014,0,100,TOP,144256,19717,217,8555,6196,7,28,4,12,False,EUW1_7761364447,Master
4,14,DrMundo,5,1,False,True,10370,0,2,51315,9698,150,62072,3350,24848,6923,0,100,JUNGLE,207414,13157,27,94026,108,7,23,6,3,False,EUW1_7761364447,Master
4,15,Ryze,7,2,False,True,9838,0,1,115686,14562,0,9666,427,18434,4568,0,100,MIDDLE,126569,14999,211,1216,8,7,33,7,13,False,EUW1_7761364447,Master
3,14,Smolder,4,0,False,True,12950,0,4,15611,4719,0,173849,20192,14119,5871,0,100,BOTTOM,202073,27709,281,12612,2797,7,20,4,10,False,EUW1_7761364447,Master
6,12,Seraphine,2,8,False,True,7769,0,2,22267,6210,0,4196,1168,7484,1670,0,100,UTILITY,28142,7392,35,1678,13,7,66,2,37,False,EUW1_7761364447,Master
10,17,Ambessa,2,3,False,True,11983,0,4,32,12,0,126906,19946,10093,6623,0,200,TOP,136740,21299,199,9801,1340,3,30,5,13,True,EUW1_7761364447,Master
8,17,RekSai,2,3,False,True,14715,0,10,17595,4429,207,156241,20572,27097,7059,0,200,JUNGLE,316482,32860,24,142645,7857,3,40,5,5,True,EUW1_7761364447,Master
11,16,Orianna,0,5,False,True,14192,0,7,148739,25131,6,14229,1205,10651,2075,0,200,MIDDLE,165899,26417,241,2930,80,3,47,7,17,True,EUW1_7761364447,Master
4,15,Yunara,4,1,False,True,15155,0,3,62436,13457,43,203302,23796,12913,7050,0,200,BOTTOM,271687,37641,263,5948,387,3,20,2,9,True,EUW1_7761364447,Master
9,14,Lulu,3,10,False,True,8089,0,1,28671,8418,0,4777,836,7636,6923,0,200,UTILITY,39806,9254,28,6357,0,3,85,6,38,True,EUW1_7761364447,Master
6,15,Shen,6,0,False,False,8492,1,0,14414,3096,0,74686,4837,9530,2074,0,100,TOP,101507,7934,188,12406,0,10,21,2,7,False,EUW1_7760030142,Master
7,15,Taliyah,5,3,False,False,12172,1,5,190546,17433,165,12264,1385,8546,6872,0,100,JUNGLE,264218,20784,44,61406,1965,10,37,3,7,False,EUW1_7760030142,Master
3,16,Corki,3,2,False,False,12136,1,5,69809,5537,3,116357,14762,12720,2075,0,100,MIDDLE,199933,22729,297,13765,2429,10,26,3,11,False,EUW1_7760030142,Master
3,13,Draven,7,0,False,False,11258,1,4,0,0,0,121310,13853,11080,3494,0,100,BOTTOM,124070,13887,207,2759,33,10,21,5,7,False,EUW1_7760030142,Master
8,11,Rell,11,1,False,False,7383,1,2,13269,5843,0,4362,1604,19730,4403,0,100,UTILITY,21263,8282,26,3631,834,10,53,7,20,False,EUW1_7760030142,Master
2,16,Rumble,5,5,False,False,11691,0,6,121789,20873,8,13444,901,9184,984,0,200,TOP,141282,21775,195,6048,0,2,45,2,16,True,EUW1_7760030142,Master
6,16,RekSai,3,3,False,False,11953,0,4,13848,1537,196,128900,6121,22347,7059,0,200,JUNGLE,278457,12004,28,135708,4345,2,33,4,4,True,EUW1_7760030142,Master
4,16,Ahri,5,0,False,False,10880,0,4,93990,11478,0,15530,860,13108,691,0,200,MIDDLE,158010,17636,227,48489,5297,2,29,3,8,True,EUW1_7760030142,Master
5,15,Ashe,1,0,False,False,18319,0,15,7736,2149,11,209496,36403,11795,7015,0,200,BOTTOM,222567,38678,236,5334,125,2,13,0,6,True,EUW1_7760030142,Master
19,14,Morgana,2,7,False,False,10613,0,3,32708,9291,4,4502,1132,11300,5980,0,200,UTILITY,39981,10423,37,2769,0,2,82,5,39,True,EUW1_7760030142,Master
4,16,Irelia,6,0,False,False,12402,0,11,16170,4040,0,137894,16766,19850,6923,0,100,TOP,156054,20807,217,1990,0,3,16,0,7,True,EUW1_7760010984,Master
10,15,Zaahen,4,1,False,False,11843,0,5,12018,1080,182,161955,16068,22883,2074,0,100,JUNGLE,276711,17458,37,102737,309,3,13,1,5,True,EUW1_7760010984,Master
7,15,Neeko,3,0,False,False,10853,0,7,111341,18249,0,13732,1880,7153,6254,0,100,MIDDLE,129748,20229,169,4673,99,3,12,2,5,True,EUW1_7760010984,Master
8,14,Aphelios,5,0,False,False,15003,0,12,7080,2487,13,173990,27491,14884,1225,0,100,BOTTOM,188218,30071,207,7147,93,3,19,6,6,True,EUW1_7760010984,Master
21,12,Lulu,3,3,False,False,8645,0,3,13554,4359,0,3725,1642,6355,5269,0,100,UTILITY,20143,6002,22,2863,0,3,70,8,25,True,EUW1_7760010984,Master
5,14,Vayne,11,1,False,False,7570,1,0,0,0,0,57596,10295,17243,1455,0,200,TOP,73887,13754,151,16291,3459,10,17,0,10,False,EUW1_7760010984,Master
1,15,RekSai,3,3,False,False,14595,1,12,13171,2372,130,111317,7134,20617,7059,0,200,JUNGLE,208512,14160,57,84024,4652,10,30,5,5,False,EUW1_7760010984,Master
7,15,Malzahar,6,2,False,False,12122,1,3,149390,23977,4,3457,472,9807,23,0,200,MIDDLE,158374,25274,216,5526,824,10,14,1,5,False,EUW1_7760010984,Master
4,12,Varus,8,0,False,False,9839,1,4,4181,2574,0,91136,11709,11812,750,0,200,BOTTOM,95595,14305,163,277,22,10,9,0,7,False,EUW1_7760010984,Master
9,11,Blitzcrank,10,1,False,False,6170,1,0,3928,2976,0,3595,1995,16917,4068,0,200,UTILITY,9133,5199,19,1610,227,10,62,3,39,False,EUW1_7760010984,Master
2,10,KSante,6,0,False,True,5001,0,1,3892,1722,0,58249,15753,17203,5917,0,100,TOP,64545,18268,95,2403,793,3,9,0,5,False,EUW1_7759939461,Master
1,9,Elise,2,1,False,True,5686,0,3,36364,3587,83,12725,551,4821,6908,0,100,JUNGLE,91312,4298,0,42221,159,3,13,0,3,False,EUW1_7759939461,Master
0,10,Olaf,4,0,False,True,5030,0,0,0,0,0,42831,3282,2710,5966,0,100,MIDDLE,51272,4113,124,8441,830,3,4,1,2,False,EUW1_7759939461,Master
2,9,Kaisa,2,0,False,True,5612,0,0,3549,1363,0,32688,2939,3116,4305,0,100,BOTTOM,36272,4303,126,35,0,3,4,2,2,False,EUW1_7759939461,Master
1,8,Nautilus,2,1,False,True,3767,0,1,7665,2038,0,5000,681,3739,3153,0,100,UTILITY,17549,2914,29,4883,195,3,24,3,10,False,EUW1_7759939461,Master
1,12,Kled,2,0,False,True,6878,0,4,22,22,0,72033,15148,20140,617,0,200,TOP,76400,15661,134,4344,490,0,10,0,5,True,EUW1_7759939461,Master
4,11,RekSai,1,2,False,True,6925,0,4,8127,609,111,47177,3203,10050,7059,0,200,JUNGLE,130751,4839,5,75446,1026,0,11,2,4,True,EUW1_7759939461,Master
2,12,Taliyah,0,2,False,True,8599,0,6,85964,10221,1,6683,348,3796,2076,0,200,MIDDLE,95549,10569,156,2900,0,0,13,0,7,True,EUW1_7759939461,Master
5,9,Corki,0,0,False,True,6859,0,2,19667,3054,0,30333,6079,3689,2099,0,200,BOTTOM,55506,10213,136,5505,1079,0,11,3,5,True,EUW1_7759939461,Master
7,8,Soraka,2,1,False,True,4059,0,0,3477,2289,0,2327,364,1919,7064,0,200,UTILITY,12270,2654,23,6465,0,0,25,2,13,True,EUW1_7759939461,Master
6,15,Pantheon,7,0,False,False,8963,0,2,2554,938,4,106741,12490,13410,4490,0,100,TOP,111952,14906,173,2656,1477,4,14,2,6,True,EUW1_7759909978,Master
8,16,RekSai,4,2,False,False,14275,0,12,17490,2593,170,115738,11115,19913,7059,0,100,JUNGLE,255650,20703,49,122421,6994,4,32,7,4,True,EUW1_7759909978,Master
14,15,Taliyah,10,0,False,False,9430,0,1,135197,23554,0,7688,1082,9190,6238,0,100,MIDDLE,146906,24802,187,4020,165,4,18,0,8,True,EUW1_7759909978,Master
6,16,Tristana,5,0,False,False,18757,0,13,30635,2221,40,211303,28095,12828,6921,0,100,BOTTOM,247425,31268,209,5486,951,4,16,1,8,True,EUW1_7759909978,Master
13,12,Lulu,4,2,False,False,9480,0,7,16373,7962,0,4876,2102,10400,6872,0,100,UTILITY,23838,10933,12,2587,869,4,64,2,32,True,EUW1_7759909978,Master
1,16,Fiora,5,0,False,False,11440,1,8,1458,578,0,125114,11505,16284,3545,0,200,TOP,133161,16342,203,6587,4258,8,20,2,6,False,EUW1_7759909978,Master
11,13,Sejuani,8,5,False,False,8519,1,4,30959,4662,92,40461,6862,15807,4244,0,200,JUNGLE,121046,12838,9,49626,1314,8,25,2,5,False,EUW1_7759909978,Master
7,15,Akali,4,0,False,False,12188,1,8,104092,17747,0,12868,841,14300,3006,0,200,MIDDLE,119943,19707,185,2982,1118,8,23,1,10,False,EUW1_7759909978,Master
6,14,Yunara,10,0,False,False,12056,1,7,48303,7826,8,75063,11349,16168,6908,0,200,BOTTOM,130108,19797,180,6741,621,8,15,2,9,False,EUW1_7759909978,Master
16,12,Bard,8,2,False,False,7698,1,3,18585,8026,0,9030,4599,10924,29,0,200,UTILITY,30155,13774,25,2539,1148,8,65,2,28,False,EUW1_7759909978,Master
13,15,Malphite,7,0,False,True,9230,0,3,51241,13730,0,35994,5552,16164,13,0,100,TOP,96248,19282,136,9012,0,2,9,0,6,True,EUW1_7759119755,Master
13,15,RekSai,3,1,False,True,13337,0,11,12303,3057,151,91726,14175,24169,7059,0,100,JUNGLE,216926,24493,11,112895,7260,2,29,6,2,True,EUW1_7759119755,Master
15,17,Orianna,2,4,False,True,14365,0,9,167322,28506,1,17433,2260,9308,6588,0,100,MIDDLE,193515,30815,257,8759,48,2,20,0,10,True,EUW1_7759119755,Master
17,15,Taliyah,6,3,False,True,13215,0,3,157041,29597,13,10903,2270,12097,26,0,100,BOTTOM,174338,32966,215,6393,1098,2,32,1,13,True,EUW1_7759119755,Master
11,13,Shaco,4,4,False,True,11929,0,11,7343,5298,0,16527,10762,5664,4549,0,100,UTILITY,29696,18765,18,5826,2704,2,92,6,37,True,EUW1_7759119755,Master
6,15,Sylas,9,0,False,True,10493,1,5,78738,14784,0,9566,1031,17545,6097,0,200,TOP,92613,15815,157,4308,0,7,19,1,7,False,EUW1_7759119755,Master
10,16,Darius,5,4,False,True,12727,1,5,0,0,179,178081,21549,14368,7027,0,200,JUNGLE,288254,24846,31,110173,3296,7,29,7,6,False,EUW1_7759119755,Master
6,15,Vex,9,0,False,True,11497,1,6,120797,19961,0,7069,1287,8641,4895,0,200,MIDDLE,129451,21909,205,1583,659,7,22,7,0,False,EUW1_7759119755,Master
6,14,Jhin,5,0,False,True,12748,1,5,12998,1599,4,147255,17215,7160,6043,0,200,BOTTOM,161764,18814,215,1510,0,7,15,0,9,False,EUW1_7759119755,Master
8,10,Alistar,9,2,False,True,6994,1,1,6261,3201,0,2971,1072,12049,7037,0,200,UTILITY,11949,4753,14,2716,480,7,69,2,27,False,EUW1_7759119755,Master
16,18,Ornn,4,0,False,False,11938,0,5,51296,14798,0,85456,9242,28445,6622,0,100,TOP,144870,24148,210,8116,108,5,29,2,12,True,EUW1_7759042269,Master
7,16,RekSai,6,4,False,False,15649,0,12,18643,3873,176,145596,18410,29896,7059,0,100,JUNGLE,287847,29577,49,123607,7293,5,25,6,5,True,EUW1_7759042269,Master
16,17,Malzahar,3,0,False,False,12709,0,6,155105,25703,0,9160,691,8488,3622,0,100,MIDDLE,172230,26394,229,7964,0,5,10,1,9,True,EUW1_7759042269,Master
15,15,AurelionSol,2,0,False,False,15290,0,13,115626,32714,8,2679,186,9135,6487,0,100,BOTTOM,122755,33655,158,4449,754,5,18,2,10,True,EUW1_7759042269,Master
25,14,Sona,4,0,False,False,9581,0,3,23089,10364,0,7215,3560,15492,5449,0,100,UTILITY,33634,14192,25,3329,267,5,93,5,43,True,EUW1_7759042269,Master
1,16,Darius,10,0,False,False,10964,1,3,0,0,1,154526,14961,13186,13,0,200,TOP,165458,16824,222,10931,1862,7,29,1,11,False,EUW1_7759042269,Master
7,15,Graves,7,1,False,False,11479,1,5,2202,902,167,170053,25528,13054,6425,0,200,JUNGLE,264845,30895,24,92590,4463,7,32,5,7,False,EUW1_7759042269,Master
6,15,Viktor,8,2,False,False,11459,1,2,160559,29844,8,13604,658,6523,6827,0,200,MIDDLE,179215,31659,217,5050,1155,7,27,1,10,False,EUW1_7759042269,Master
5,14,Corki,6,0,False,False,16895,1,4,53245,7011,0,129282,21639,9357,641,0,200,BOTTOM,210923,36349,291,28395,7699,7,24,4,9,False,EUW1_7759042269,Master
7,12,Pyke,8,5,False,False,9111,1,5,312,312,0,15987,9723,8476,6029,0,200,UTILITY,21087,13261,20,4788,3225,7,70,6,27,False,EUW1_7759042269,Master
5,14,Zaahen,0,1,False,True,9064,0,2,2159,809,0,89661,13671,9405,7084,0,100,TOP,103164,14585,180,11342,105,2,18,0,7,True,EUW1_7758995009,Master
9,13,Jayce,1,1,False,True,11058,0,5,21704,2216,150,119282,10536,9330,16,0,100,JUNGLE,214532,13970,17,73546,1217,2,20,5,2,True,EUW1_7758995009,Master
1,13,Kassadin,2,0,False,True,9468,0,9,64869,10456,0,17817,3569,11030,3889,0,100,MIDDLE,88736,15601,155,6049,1576,2,15,1,8,True,EUW1_7758995009,Master
5,12,Jhin,3,2,False,True,9956,0,5,1120,530,0,92404,11502,8249,4866,0,100,BOTTOM,102877,12080,174,9352,47,2,17,3,8,True,EUW1_7758995009,Master
8,11,Karma,2,4,False,True,5631,0,1,12439,5343,0,3861,726,6980,3622,0,100,UTILITY,18693,6070,29,2392,0,2,50,7,22,True,EUW1_7758995009,Master
0,12,RekSai,4,0,False,True,5748,0,0,11005,1792,0,48938,3688,14825,7059,0,200,TOP,62561,7700,133,2617,2219,3,13,1,6,False,EUW1_7758995009,Master
4,13,Qiyana,3,2,False,True,9491,0,3,8877,874,155,116098,9173,12632,29,0,200,JUNGLE,192478,10980,7,67502,931,3,16,1,4,False,EUW1_7758995009,Master
0,12,Corki,6,0,False,True,7416,0,1,28555,2617,0,52349,5423,8149,776,0,200,MIDDLE,89177,9581,172,8272,1541,3,9,1,7,False,EUW1_7758995009,Master
3,12,Caitlyn,4,0,False,True,9283,0,2,2269,449,0,84636,8940,10672,3854,0,200,BOTTOM,88496,9428,174,1590,37,3,7,2,4,False,EUW1_7758995009,Master
4,9,Bard,5,2,False,True,6624,0,2,7784,3912,0,5978,2304,8926,6585,0,200,UTILITY,18430,6518,31,4667,302,3,58,10,20,False,EUW1_7758995009,Master
0,3,Vayne,2,0,False,True,1427,0,1,0,0,0,2840,1785,1392,717,0,100,TOP,3280,2175,9,439,389,0,2,0,2,False,EUW1_7758963358,Master
0,4,Rengar,0,0,False,True,1442,0,0,2217,0,23,6686,0,1233,1590,0,100,JUNGLE,15965,0,0,7061,0,0,0,0,0,False,EUW1_7758963358,Master
0,5,Lux,1,0,False,True,1610,0,0,5092,1002,0,2911,440,584,1450,0,100,MIDDLE,8003,1442,36,0,0,0,1,0,1,False,EUW1_7758963358,Master
0,4,Kaisa,0,0,False,True,1542,0,0,540,189,0,5530,1193,797,1590,0,100,BOTTOM,6505,1383,30,435,0,0,3,2,1,False,EUW1_7758963358,Master
0,3,Leona,2,1,False,True,1188,0,0,342,276,0,1276,392,1924,6050,0,100,UTILITY,2686,668,5,1067,0,0,3,1,1,False,EUW1_7758963358,Master
0,5,Urgot,1,0,False,True,2088,0,1,0,0,0,10062,891,1225,4534,0,200,TOP,10462,891,36,399,0,0,0,0,1,True,EUW1_7758963358,Master
2,4,Diana,0,0,False,True,1933,0,0,8530,389,30,5457,199,1552,588,0,200,JUNGLE,22486,615,0,8498,25,0,1,0,1,True,EUW1_7758963358,Master
0,5,RekSai,0,0,False,True,2044,0,2,1668,376,0,5304,772,1093,7059,0,200,MIDDLE,7334,1510,27,361,361,0,1,0,1,True,EUW1_7758963358,Master
0,4,Samira,0,0,False,True,2419,0,2,1070,176,0,9432,1496,869,22,0,200,BOTTOM,12301,1673,41,1798,0,0,1,0,1,True,EUW1_7758963358,Master
2,3,Nautilus,0,0,False,True,1367,0,0,804,351,0,1700,639,1517,6872,0,200,UTILITY,3540,991,8,1036,0,0,5,1,2,True,EUW1_7758963358,Master
6,16,Kled,7,2,False,False,10418,2,1,1735,1735,0,131772,12062,23084,3794,0,100,TOP,143830,13797,220,10322,0,10,24,0,11,False,EUW1_7761428973,Master
1,13,Gwen,12,0,False,False,9655,2,1,74502,6545,128,33370,2355,21077,3890,0,100,JUNGLE,201383,10822,35,93510,1921,10,26,7,2,False,EUW1_7761428973,Master
7,15,Akshan,4,1,False,False,13388,2,4,6505,1456,8,127188,18897,8982,29,0,100,MIDDLE,137821,21177,223,4127,823,10,22,3,10,False,EUW1_7761428973,Master
